Timestamp	datatype	data
697155773	accel	-3.7731822, 6.862615, 0.98883396
697155780	orientation	0.3524644, -1.5428907, 1.7442663
697155793	accel	-1.8026928, 6.7645097, -0.26799613
697155801	orientation	2.458771, -1.5460687, -2.3979912
697155813	accel	2.1966112, 7.3666034, 1.1611172
697155821	orientation	2.8286467, -1.5018744, -2.0020568
697155833	accel	2.2265215, 7.4120674, 3.1926236
697155841	orientation	2.871184, -1.4636823, -1.9388883
697155854	accel	-0.8775677, 6.6711893, 1.7261224
697155861	orientation	2.8687086, -1.4270198, -1.9092119
697155874	accel	0.30538398, 6.1851473, -1.0989038
697155881	orientation	2.8636765, -1.383087, -1.8709918
697155894	accel	2.82383, 6.6149583, 1.4318053
697155901	orientation	2.8640258, -1.3363216, -1.8395584
697155914	accel	3.4271202, 6.6556363, 2.7317061
697155922	orientation	2.864583, -1.2947522, -1.8167443
697155934	accel	1.582553, 6.0786667, 1.570589
697155942	orientation	2.8579485, -1.2553141, -1.7916915
697155954	accel	2.254039, 5.622535, -0.42502514
697155962	orientation	2.8426192, -1.2105615, -1.7661312
697155974	accel	4.8194437, 5.8008003, 0.4848457
697155982	orientation	2.8297317, -1.1628532, -1.7445285
697155995	accel	5.5866427, 5.8271213, 2.3353949
697156002	orientation	2.8252864, -1.1194941, -1.7227844
697156015	accel	4.2867417, 5.3183475, 1.8302102
697156022	orientation	2.819808, -1.0793977, -1.6970696
697156035	accel	4.334598, 4.6325045, 0.14237295
697156042	orientation	2.8054554, -1.0359057, -1.6718757
697156055	accel	6.2569323, 4.575077, 0.8138588
697156063	orientation	2.791322, -0.98959076, -1.6498435
697156075	accel	7.1392856, 4.6911287, 2.6922245
697156083	orientation	2.7835019, -0.94517666, -1.6286734
697156095	accel	6.9678993, 4.345366, 2.3665016
697156103	orientation	2.7739809, -0.90284044, -1.6073134
697156115	accel	7.5520473, 3.816253, 0.57936215
697156123	orientation	2.7569027, -0.85869306, -1.5895299
697156136	accel	9.634999, 3.8090746, 0.11365908
697156143	orientation	2.7391884, -0.8133475, -1.5759223
697156156	accel	10.744671, 4.1177487, 1.1527423
697156163	orientation	2.7295609, -0.77299833, -1.5598156
697156176	accel	9.623035, 4.0998025, 2.0901306
697156183	orientation	2.7255614, -0.7385728, -1.5369123
697156196	accel	9.768997, 3.7648072, 0.5386842
697156204	orientation	2.7154274, -0.7039465, -1.5157456
697156216	accel	11.722737, 4.037589, 0.15433706
697156224	orientation	2.7015471, -0.6693506, -1.5011442
697156236	accel	12.420544, 4.642076, 2.053042
697156244	orientation	2.6955612, -0.6404282, -1.4861465
697156257	accel	11.558829, 4.664808, 1.9992033
697156264	orientation	2.6924462, -0.61748666, -1.4672949
697156277	accel	11.799308, 4.465007, 0.49441698
697156284	orientation	2.683755, -0.5946877, -1.4521388
697156297	accel	13.786547, 4.6672006, 0.50039905
697156304	orientation	2.6735282, -0.5716489, -1.4446151
697156317	accel	16.054943, 5.162814, 0.770788
697156325	orientation	2.6663263, -0.55407196, -1.4417949
697156337	accel	16.45933, 5.499305, 0.89312106
697156345	orientation	2.663122, -0.5460364, -1.4378083
697156357	accel	15.960127, 5.4442697, 0.013160525
697156365	orientation	2.661939, -0.54554385, -1.4309641
697156377	accel	15.976877, 5.529215, -0.09092726
697156385	orientation	2.6626346, -0.55051345, -1.4232991
697156398	accel	15.866807, 5.667999, 0.9098708
697156405	orientation	2.6675603, -0.56164277, -1.4157223
697156418	accel	14.837295, 5.6668024, 1.5167505
697156425	orientation	2.673486, -0.5779166, -1.4116694
697156438	accel	13.8499565, 5.5387864, 1.2484552
697156445	orientation	2.677037, -0.5966642, -1.4145426
697156458	accel	13.617554, 5.47418, 1.0857433
697156466	orientation	2.6806583, -0.6173193, -1.4218599
697156478	accel	13.613964, 5.5387864, 1.5239289
697156486	orientation	2.687465, -0.6418737, -1.4291257
697156498	accel	13.191631, 5.4610195, 1.7285153
697156506	orientation	2.6962237, -0.6715641, -1.435845
697156518	accel	12.040982, 5.1771708, 1.7715861
697156526	orientation	2.7050653, -0.70527965, -1.4431295
697156539	accel	11.100305, 4.8302116, 1.7141583
697156546	orientation	2.7130175, -0.74087334, -1.4531031
697156559	accel	10.857134, 4.6672006, 1.576571
697156566	orientation	2.7200089, -0.7777484, -1.4672023
697156579	accel	10.863115, 4.82064, 1.631606
697156586	orientation	2.7281063, -0.81760484, -1.4842378
697156599	accel	10.235897, 4.8625145, 1.5849459
697156607	orientation	2.7394695, -0.86191255, -1.5004976
697156619	accel	8.963513, 4.6959143, 1.6890336
697156627	orientation	2.7557049, -0.91091317, -1.5107511
697156639	accel	7.528119, 4.429115, 2.009971
697156647	orientation	2.7726634, -0.96233034, -1.5178491
697156660	accel	6.1660047, 4.342973, 2.1104696
697156667	orientation	2.7851007, -1.0126565, -1.5295696
697156680	accel	5.831907, 4.651647, 2.082952
697156687	orientation	2.7939577, -1.0610853, -1.5489541
697156700	accel	5.876174, 4.80748, 2.2528424
697156707	orientation	2.8027675, -1.1100218, -1.5734587
697156720	accel	4.9905305, 4.7919264, 2.4143581
697156728	orientation	2.814513, -1.1616234, -1.5970463
697156740	accel	3.153142, 4.7222357, 2.2863421
697156748	orientation	2.8249202, -1.2140077, -1.6199405
697156760	accel	1.739283, 4.8852468, 1.5957136
697156768	orientation	2.82559, -1.2624489, -1.6502291
697156780	accel	1.6435701, 5.0754757, 1.1850454
697156788	orientation	2.8210945, -1.3059638, -1.6892532
697156801	accel	2.0434706, 5.239384, 1.0462617
697156808	orientation	2.819211, -1.3474005, -1.731457
697156821	accel	1.7021942, 5.3497534, 0.9409775
697156828	orientation	2.8195965, -1.3893306, -1.7729988
697156841	accel	1.238884, 5.4059844, 0.4118646
697156848	orientation	2.8196125, -1.4311433, -1.8126923
697156861	accel	1.3489537, 5.529215, 0.009571291
697156869	orientation	2.827763, -1.4722918, -1.8429067
697156881	accel	1.3274183, 5.6261244, 0.6786643
697156889	orientation	2.8633077, -1.5135596, -1.8475633
697156901	accel	1.4401802, 5.6727843, 1.3357933
697156909	orientation	3.0961893, -1.556164, -1.6564286
697156921	accel	1.3860425, 5.543572, 1.6399808
697156929	orientation	-0.46799833, -1.5378404, 1.0231824
697156942	accel	0.49322057, 5.3219366, 2.6479573
697156949	orientation	-0.37358803, -1.4889051, 1.0805898
697156962	accel	-0.31256247, 5.2920265, 3.1722846
697156969	orientation	-0.331688, -1.4389082, 1.0854236
697156982	accel	-1.0199406, 5.3497534, 3.2572298
697156990	orientation	-0.29373574, -1.3882439, 1.0840156
697157002	accel	-2.0015962, 5.232206, 2.984149
697157010	orientation	-0.25891703, -1.3353469, 1.0786574
697157022	accel	-3.53719, 4.968995, 3.0116663
697157030	orientation	-0.23585616, -1.2807399, 1.0650196
697157042	accel	-5.7170515, 5.226224, 4.5714874
697157050	orientation	-0.22002654, -1.2273996, 1.045396
697157063	accel	-7.5197444, 5.8187466, 5.407181
697157070	orientation	-0.2005018, -1.1787654, 1.02834
697157083	accel	-8.384151, 6.137291, 4.5320063
697157090	orientation	-0.18124536, -1.1345005, 1.0119365
697157103	accel	-9.675677, 6.3538413, 4.6731825
697157110	orientation	-0.17171828, -1.0943351, 0.98888916
697157123	accel	-10.707582, 6.818348, 5.988936
697157131	orientation	-0.1719507, -1.0595597, 0.95812696
697157143	accel	-11.157732, 7.475477, 7.612167
697157151	orientation	-0.17670046, -1.0317504, 0.92339367
697157163	accel	-10.997413, 8.156834, 8.248957
697157171	orientation	-0.1722218, -1.0088087, 0.89845055
697157183	accel	-11.603096, 8.526525, 7.5149584
697157191	orientation	-0.16328965, -0.99064654, 0.885218
697157204	accel	-11.530115, 8.680861, 6.212665
697157211	orientation	-0.16171697, -0.9791971, 0.8722517
697157224	accel	-10.670493, 8.99821, 5.64766
697157231	orientation	-0.16455032, -0.9735183, 0.8566097
697157244	accel	-9.553643, 9.30479, 5.4442697
697157251	orientation	-0.1664098, -0.971949, 0.8434495
697157264	accel	-8.76132, 9.485448, 4.9773703
697157272	orientation	-0.16597235, -0.97242665, 0.83618563
697157284	accel	-8.089535, 9.541679, 4.5092745
697157292	orientation	-0.16717932, -0.9747531, 0.8327962
697157304	accel	-7.201499, 9.514162, 4.1177487
697157312	orientation	-0.1716174, -0.97830325, 0.8297356
697157324	accel	-6.7704916, 9.47468, 4.171587
697157332	orientation	-0.17679353, -0.9829511, 0.8267215
697157345	accel	-6.802795, 9.431609, 4.2999024
697157352	orientation	-0.17877309, -0.9881466, 0.82653105
697157365	accel	-7.025626, 9.206385, 4.388437
697157372	orientation	-0.1779789, -0.99341583, 0.8309522
697157385	accel	-7.768897, 8.894122, 4.619344
697157393	orientation	-0.1777909, -0.99969816, 0.8379614
697157405	accel	-8.324331, 8.5983095, 4.743771
697157413	orientation	-0.18047334, -1.0091897, 0.84414536
697157425	accel	-7.966305, 8.515757, 4.490132
697157433	orientation	-0.18492585, -1.022421, 0.8486413
697157445	accel	-7.345068, 8.470293, 4.1548376
697157453	orientation	-0.1890733, -1.037542, 0.8539202
697157466	accel	-7.327122, 8.359027, 4.043571
697157473	orientation	-0.1938627, -1.0539432, 0.86107177
697157486	accel	-7.16441, 8.17478, 3.885645
697157493	orientation	-0.20268089, -1.0719467, 0.86791945
697157506	accel	-7.123732, 8.0715885, 4.0962133
697157513	orientation	-0.21592413, -1.0919212, 0.8724177
697157526	accel	-6.984649, 8.053643, 4.214957
697157534	orientation	-0.23134646, -1.114513, 0.87556803
697157546	accel	-6.369395, 8.050054, 3.8844485
697157554	orientation	-0.25003272, -1.1394129, 0.876943
697157566	accel	-5.6297135, 7.9830546, 3.6631124
697157574	orientation	-0.2749567, -1.166613, 0.8747001
697157586	accel	-4.7198424, 7.9998045, 3.6894333
697157594	orientation	-0.30557117, -1.1955956, 0.8683548
697157607	accel	-3.8784664, 7.923234, 3.5359936
697157614	orientation	-0.33909157, -1.2257257, 0.8597029
697157627	accel	-3.6424742, 7.6863446, 3.449852
697157634	orientation	-0.37544906, -1.2564662, 0.8482985
697157647	accel	-3.5168512, 7.47787, 3.2524443
697157654	orientation	-0.41896737, -1.287914, 0.8308855
697157667	accel	-3.6870406, 7.3977103, 2.8836503
697157675	orientation	-0.4774278, -1.320803, 0.79922444
697157687	accel	-2.8226335, 7.5065837, 2.2301106
697157695	orientation	-0.56478703, -1.3548301, 0.7384619
697157707	accel	-1.0917253, 7.778468, 2.28036
697157715	orientation	-0.6898768, -1.3871342, 0.63955754
697157727	accel	-0.07776674, 7.893324, 3.2620156
697157735	orientation	-0.8413095, -1.4155345, 0.5141561
697157748	accel	-1.1288141, 7.6337023, 3.4869409
697157755	orientation	-1.0213445, -1.4406419, 0.36179173
697157768	accel	-2.5040889, 7.016055, 2.3102703
697157775	orientation	-1.3001642, -1.461687, 0.11373031
697157788	accel	-0.9421739, 6.8279195, 1.265205
697157796	orientation	-1.7330142, -1.4693784, -0.28800818
697157808	accel	1.0079765, 7.085447, 2.6491537
697157816	orientation	-2.150477, -1.45799, -0.68037957
697157828	accel	0.7468598, 7.049555, 3.6317065
697157836	orientation	-2.4307494, -1.4378698, -0.9373063
697157848	accel	-1.2137593, 6.4052873, 2.2731814
697157856	orientation	-2.6335077, -1.4107397, -1.1080164
697157869	accel	-0.56859446, 5.919544, 0.8955139
697157876	orientation	-2.7959373, -1.3712142, -1.2309793
697157889	accel	1.6998014, 5.9937215, 1.9163518
697157896	orientation	-2.9086337, -1.3238182, -1.3099887
697157909	accel	2.8082764, 6.027221, 3.5994034
697157916	orientation	-2.9789867, -1.2786503, -1.3525088
697157929	accel	1.189831, 5.617749, 3.87727
697157937	orientation	-3.0319264, -1.2355688, -1.3723732
697157949	accel	1.8649062, 4.961817, 1.6483557
697157957	orientation	-3.0875776, -1.1870493, -1.3851322
697157969	accel	4.167998, 4.77398, 1.8146569
697157977	orientation	-3.137734, -1.1323769, -1.394211
697157989	accel	6.71426, 5.0395837, 3.1088748
697157997	orientation	3.1079972, -1.0798703, -1.3981565
697158010	accel	6.2605214, 4.9785666, 4.558327
697158017	orientation	3.084903, -1.0363353, -1.3885214
697158030	accel	4.979763, 4.388437, 2.868097
697158037	orientation	3.0619025, -0.9966107, -1.3672575
697158050	accel	5.8713884, 3.92393, 0.94337034
697158057	orientation	3.0334778, -0.95418596, -1.3414305
697158070	accel	7.5640116, 4.037589, 2.309074
697158078	orientation	3.009793, -0.91084975, -1.3133928
697158090	accel	8.573184, 4.377669, 4.2364926
697158098	orientation	2.9911957, -0.87115717, -1.2870319
697158110	accel	8.513364, 4.438686, 4.3130627
697158118	orientation	2.9720275, -0.83449787, -1.2636442
697158130	accel	9.740284, 4.53081, 3.4689946
697158138	orientation	2.9508178, -0.79876107, -1.2431403
697158151	accel	10.873883, 4.805087, 4.0974097
697158158	orientation	2.931274, -0.76628095, -1.2238487
697158171	accel	10.440783, 4.7341995, 4.7162533
697158178	orientation	2.9137352, -0.73841286, -1.2062472
697158191	accel	10.125827, 4.470989, 3.8425741
697158199	orientation	2.894377, -0.7118978, -1.192666
697158211	accel	11.589935, 4.6779685, 2.9614172
697158219	orientation	2.8739514, -0.68556935, -1.1832591
697158231	accel	12.847962, 5.1604214, 3.6113675
697158239	orientation	2.858167, -0.6633082, -1.1732067
697158251	accel	12.698411, 5.2250276, 3.8413777
697158259	orientation	2.8456564, -0.64618516, -1.1626333
697158272	accel	13.083655, 5.192724, 2.835794
697158279	orientation	2.831699, -0.63113546, -1.1561077
697158292	accel	14.168202, 5.4382877, 2.996113
697158299	orientation	2.8196602, -0.61865044, -1.1531599
697158312	accel	14.697315, 5.6620164, 3.3637104
697158319	orientation	2.8124862, -0.6115005, -1.1506594
697158332	accel	14.492728, 5.7397833, 3.545565
697158340	orientation	2.8090281, -0.61053646, -1.1477417
697158352	accel	13.630714, 5.601, 3.4689946
697158360	orientation	2.8079379, -0.61449933, -1.1456571
697158372	accel	13.088441, 5.4203415, 3.0993035
697158380	orientation	2.808156, -0.62141854, -1.1458082
697158392	accel	12.743875, 5.451448, 3.1663027
697158400	orientation	2.8103943, -0.6309051, -1.1484076
697158413	accel	12.494721, 5.5016975, 3.391228
697158420	orientation	2.8161669, -0.6439585, -1.1514972
697158433	accel	11.932109, 5.5591254, 3.3613176
697158440	orientation	2.8249853, -0.6605675, -1.1538694
697158453	accel	11.260623, 5.539983, 3.6810586
697158460	orientation	2.8365476, -0.679702, -1.1553397
697158473	accel	10.845169, 5.5244293, 3.7636108
697158481	orientation	2.8481667, -0.70042413, -1.1593368
697158493	accel	10.890634, 5.5722857, 4.2687955
697158501	orientation	2.861314, -0.72327673, -1.1651926
697158513	accel	11.123036, 5.573482, 4.331009
697158521	orientation	2.8785577, -0.7500859, -1.1681362
697158534	accel	10.846366, 5.471787, 3.9514475
697158541	orientation	2.8970993, -0.78064656, -1.1697519
697158554	accel	10.508978, 5.3353963, 3.9514475
697158561	orientation	2.9157915, -0.8141351, -1.173736
697158574	accel	10.0014, 5.238188, 4.342973
697158581	orientation	2.9384918, -0.8513651, -1.1773906
697158594	accel	9.400503, 5.0587263, 4.1428733
697158602	orientation	2.9652157, -0.8924251, -1.1783769
697158614	accel	8.570791, 4.821837, 3.9574296
697158622	orientation	2.9923866, -0.93564844, -1.1794322
697158634	accel	8.024929, 4.735396, 3.9574296
697158642	orientation	3.0224252, -0.98083156, -1.1799091
697158654	accel	7.5906315, 4.599005, 3.897609
697158662	orientation	3.0586624, -1.0281421, -1.1762834
697158675	accel	7.379764, 4.3788652, 3.6631124
697158682	orientation	3.1038482, -1.0782735, -1.1637629
697158695	accel	6.1217375, 3.9275193, 4.0184464
697158702	orientation	-3.1239622, -1.1312175, -1.141119
697158715	accel	4.2014976, 3.5036905, 3.996911
697158722	orientation	-3.060241, -1.1838773, -1.111219
697158735	accel	4.007679, 3.2656047, 3.0391839
697158743	orientation	-2.9879959, -1.2331226, -1.0741678
697158755	accel	4.8637114, 3.2919257, 2.5462625
697158763	orientation	-2.8938262, -1.2796154, -1.0177959
697158775	accel	4.7210393, 3.173481, 2.6982067
697158783	orientation	-2.7576294, -1.3243588, -0.9231122
697158795	accel	3.44387, 3.14716, 3.2536407
697158803	orientation	-2.5479448, -1.3652148, -0.75754464
697158816	accel	2.3222344, 2.9566314, 3.075076
697158823	orientation	-2.2432985, -1.3950512, -0.49460173
697158836	accel	0.80787677, 2.778366, 3.226123
697158843	orientation	-1.8707038, -1.4038432, -0.16061254
697158856	accel	-0.2970091, 2.9673991, 3.978965
697158863	orientation	-1.5168245, -1.3893567, 0.1520892
697158876	accel	-1.5777674, 3.2560334, 4.79073
697158884	orientation	-1.2421546, -1.3586015, 0.38248605
697158896	accel	-2.5761726, 3.571886, 4.982156
697158904	orientation	-1.0438159, -1.3190951, 0.5353749
697158916	accel	-3.1686954, 3.9981074, 4.8062835
697158924	orientation	-0.90166694, -1.2748134, 0.6318894
697158937	accel	-3.909573, 4.35733, 5.195117
697158944	orientation	-0.7935023, -1.227237, 0.69335634
697158957	accel	-5.4466624, 4.54397, 6.1217375
697158964	orientation	-0.7044367, -1.1774356, 0.7357628
697158977	accel	-6.835098, 4.759324, 6.678368
697158984	orientation	-0.6303408, -1.1275862, 0.7664768
697158997	accel	-7.9914293, 5.022834, 7.254141
697159005	orientation	-0.5644766, -1.0783744, 0.7926088
697159017	accel	-10.061221, 5.113761, 7.2098737
697159025	orientation	-0.507595, -1.031792, 0.81391686
697159037	accel	-11.951252, 5.317151, 6.6711893
697159045	orientation	-0.4610374, -0.99023324, 0.8269457
697159057	accel	-12.697214, 5.9494543, 6.3861446
697159065	orientation	-0.4255018, -0.9551371, 0.83122253
697159078	accel	-12.77857, 6.5946193, 6.309574
697159085	orientation	-0.39628002, -0.926833, 0.8323785
697159098	accel	-12.51865, 7.044769, 5.6907306
697159105	orientation	-0.37379614, -0.90520287, 0.8316993
697159118	accel	-11.709577, 7.501798, 5.2716875
697159125	orientation	-0.35821927, -0.8887961, 0.8289365
697159138	accel	-10.721939, 7.7150583, 5.0383873
697159146	orientation	-0.3475308, -0.8751286, 0.8254962
697159158	accel	-10.7997055, 7.8897343, 5.441877
697159166	orientation	-0.33995566, -0.86411685, 0.8220074
697159178	accel	-11.010573, 8.066803, 5.459823
697159186	orientation	-0.33321863, -0.857119, 0.8198644
697159198	accel	-10.651351, 8.1687975, 5.1843495
697159206	orientation	-0.32847324, -0.854054, 0.8188298
697159219	accel	-10.256236, 8.167601, 4.8673005
697159226	orientation	-0.32682002, -0.8544436, 0.8184202
697159239	accel	-9.227921, 8.2681, 4.4614177
697159246	orientation	-0.33091083, -0.85770303, 0.8150341
697159259	accel	-8.076375, 8.504989, 5.111368
697159266	orientation	-0.33653226, -0.86259913, 0.81134135
697159279	accel	-7.7030945, 8.502596, 5.3015976
697159287	orientation	-0.33862874, -0.8678656, 0.81274045
697159299	accel	-8.570791, 8.277671, 5.246563
697159307	orientation	-0.33788863, -0.87367606, 0.8194552
697159319	accel	-9.236296, 8.016554, 4.9031925
697159327	orientation	-0.33966312, -0.881882, 0.82657677
697159340	accel	-9.271291, 7.9340014, 4.9510493
697159347	orientation	-0.34596857, -0.89382786, 0.83053714
697159360	accel	-8.855837, 7.821539, 4.9199424
697159367	orientation	-0.35471335, -0.9097287, 0.83248055
697159380	accel	-8.4858465, 7.5317082, 4.0854454
697159387	orientation	-0.3652826, -0.9283439, 0.8324914
697159400	accel	-8.673683, 7.3319077, 3.586243
697159408	orientation	-0.37550676, -0.9483032, 0.83298326
697159420	accel	-8.59472, 7.1763744, 2.8896325
697159428	orientation	-0.39143553, -0.9692971, 0.83115184
697159440	accel	-7.6348987, 7.205088, 3.161517
697159448	orientation	-0.42116526, -0.99221283, 0.81961864
697159460	accel	-5.933901, 7.3283186, 4.17398
697159468	orientation	-0.45991784, -1.0165746, 0.8005642
697159481	accel	-5.064708, 7.4216385, 5.02403
697159488	orientation	-0.4953488, -1.0410932, 0.784992
697159501	accel	-5.8211393, 7.083054, 4.2831526
697159508	orientation	-0.52592826, -1.0652637, 0.77573675
697159521	accel	-7.474281, 6.6711893, 3.2656047
697159528	orientation	-0.5667129, -1.0917664, 0.7578247
697159541	accel	-6.454639, 6.5946193, 2.9183464
697159549	orientation	-0.6327041, -1.1219946, 0.7143216
697159561	accel	-3.822235, 6.9009004, 4.4542394
697159569	orientation	-0.71265984, -1.1523584, 0.6546404
697159581	accel	-2.687439, 6.914061, 5.372485
697159589	orientation	-0.7888702, -1.1805879, 0.5993259
697159601	accel	-3.682255, 6.6831536, 4.53081
697159609	orientation	-0.86754984, -1.2077285, 0.5449583
697159622	accel	-3.6523447, 6.4558353, 3.3445678
697159629	orientation	-0.9757016, -1.234551, 0.46412444
697159642	accel	-2.132005, 6.521638, 4.1811585
697159649	orientation	-1.1129901, -1.2589847, 0.35179386
697159662	accel	-1.1096715, 6.4881387, 4.8768716
697159670	orientation	-1.2548908, -1.2789941, 0.23136155
697159682	accel	-1.21017, 6.3083777, 4.1811585
697159690	orientation	-1.4030981, -1.2931105, 0.107962154
697159702	accel	-1.1204392, 6.1648083, 3.6906297
697159710	orientation	-1.5712942, -1.3003851, -0.030143736
697159722	accel	-0.38315073, 5.9805613, 3.9119658
697159730	orientation	-1.7560475, -1.2996961, -0.18320361
697159743	accel	0.13878371, 5.9470615, 4.6779685
697159750	orientation	-1.9388981, -1.291718, -0.33636212
697159763	accel	0.96729857, 5.833103, 4.402794
697159770	orientation	-2.1082828, -1.2765561, -0.47638708
697159783	accel	2.044667, 5.744569, 4.1141596
697159790	orientation	-2.261138, -1.2548347, -0.59768414
697159803	accel	2.565405, 5.6392846, 4.526024
697159811	orientation	-2.3907254, -1.2296766, -0.69535345
697159823	accel	1.6639091, 5.382056, 4.8266225
697159831	orientation	-2.4971883, -1.202614, -0.76956326
697159843	accel	0.95413804, 4.949853, 4.159623
697159851	orientation	-2.598934, -1.1702055, -0.8362302
697159863	accel	2.8800611, 4.840979, 3.946662
697159871	orientation	-2.6981406, -1.1302819, -0.9008847
697159884	accel	5.217849, 4.9378886, 5.1568317
697159891	orientation	-2.7810233, -1.0889273, -0.95328355
697159904	accel	5.4837513, 4.875675, 5.7541404
697159911	orientation	-2.8440015, -1.0524534, -0.98575777
697159924	accel	3.8928235, 4.447061, 4.9642096
697159931	orientation	-2.8975742, -1.0181524, -1.0029231
697159944	accel	4.316652, 4.0591245, 3.6906297
697159952	orientation	-2.953038, -0.9796688, -1.0167426
697159964	accel	6.2748785, 4.084249, 4.1572304
697159972	orientation	-3.0084825, -0.9372765, -1.0322567
697159984	accel	7.9112697, 4.274778, 5.1867423
697159992	orientation	-3.0565841, -0.8973195, -1.0455161
697160004	accel	7.8023963, 4.3298125, 5.675177
697160012	orientation	-3.0922935, -0.86312675, -1.0468829
697160025	accel	7.437192, 4.068696, 4.6121655
697160032	orientation	-3.1230996, -0.8324386, -1.0361856
697160045	accel	7.5676007, 3.8868413, 3.6017964
697160052	orientation	3.1292403, -0.8006175, -1.0197257
697160065	accel	9.211171, 4.1057844, 3.4259238
697160073	orientation	3.094707, -0.7658437, -1.009103
697160085	accel	10.253843, 4.5595236, 5.171189
697160093	orientation	3.063472, -0.7324379, -1.0042468
697160105	accel	10.2682, 4.814658, 6.411269
697160113	orientation	3.0418603, -0.7048153, -0.99435747
697160125	accel	10.329217, 4.7174497, 5.131707
697160133	orientation	3.0197253, -0.6799891, -0.9830041
697160146	accel	11.243874, 4.88405, 4.5678983
697160153	orientation	2.9932435, -0.6547722, -0.97874194
697160166	accel	12.637394, 5.2202415, 5.2944193
697160173	orientation	2.9704664, -0.6313883, -0.9783911
697160186	accel	14.088042, 5.553143, 5.514858
697160193	orientation	2.9524522, -0.6132966, -0.97719455
697160206	accel	14.9656105, 5.8271213, 5.326722
697160214	orientation	2.9392462, -0.6024153, -0.9727306
697160226	accel	15.050555, 5.9410796, 5.392824
697160234	orientation	2.9303138, -0.59877145, -0.9663817
697160246	accel	14.4795685, 5.860621, 5.2980084
697160254	orientation	2.9239933, -0.6014382, -0.9620888
697160266	accel	13.361522, 5.705087, 5.2489557
697160274	orientation	2.9195154, -0.6085111, -0.9625299
697160287	accel	12.451651, 5.590232, 5.1532426
